Name,Department,Rating,Would Take Again,Level of Difficulty
David Czerwinski,Business,4.7,100%,2.2
Zurine De Miguel,Psychology,3.2,84%,3.2
Deborah Mccabe,Marketing,2.5,50%,4.5
Youngsoo Kim,Electrical Engineering,1.5,25%,3.9
Barbara Ratcliffe,Business,4.2,100%,1.7
Linda Lappin,English,3.0,67%,2.2
Sharon Brook,Music,4.8,75%,1.5
Krista Rentschler,Child Development,3.8,84%,3.4
Nick Steele,Design,2.2,0%,3
Fred Barez,Mechanical Engineering,4.5,100%,2.4
Neil Lareau,Meteorology,5.0,100%,1.5
Haluk Katircioglu,Computer Engineering,3.5,50%,2.8
Jean Novak,Communication Disorders,3.3,0%,3.1
Yanira Petrides Jimenez,Accounting,3.5,50%,4
Emma Wood,English amp Comparative Lit.,5.0,100%,2
Daniel Susser,Philosophy,4.7,100%,3
Benjamin Field,Political Science,3.3,0%,3
Dennis Moradkhan Moradkhan,Linguistics amp Language Dev.,4.8,100%,2.3
Carl Oser,Music,4.7,100%,2.3
Fred Keeley,Political Science,4.0,100%,2.6
Samuel Maio,English,4.6,86%,2.2
Marshall Burak,Accounting,2.8,23%,3
Sally Ashton,English & Comparative Lit.,3.4,50%,3.2
Donald Kalar,Psychology,4.5,100%,2.4
Kasuen Mauldin,Nutrition & Foods,4.5,100%,2.5
Ajay Singhal,Civil Engineering,3.0,100%,3.7
Jose Bautista,Psychology,4.0,0%,3.1
Shannon Bane,Environmental Studies,3.3,80%,2.7
Jeffery Hallford,English,3.8,67%,3.5
Sean Pradhan,Psychology,4.9,100%,1.9
Emily Chu,Chemistry,4.2,100%,3.4
William Wilson,English,3.4,100%,3
Seung Jun Lee,Business,3.5,63%,2.8
Clifton Oyamot,Psychology,4.0,67%,2.8
Madeleine Kerrick,Child Development,3.0,50%,3.8
Namita Singhal,English amp Comparative Lit.,5.0,100%,2.5
Laura Long,Theater,4.2,100%,2.5
Nancy Pachon Velasquez,Spanish,5.0,100%,3
Manuel Callahan,Hispanic Studies,3.0,80%,2.5
Vickey Perkins,Special Education,3.0,0%,4
Craig Lore,English,3.5,34%,3
Clare Browne,English,4.6,92%,2.1
Seiichiro Inaba,Japanese,4.7,100%,2.5
Leslee Parr,Biology,4.0,100%,1
Joseph White,Biology,1.0,0%,4
Melissa Pilling,Biology,1.0,0%,4
Dan Silverman,Linguistics,3.8,100%,3
Haley Stadnikia,Kinesiology,5.0,100%,1
Thomas Hildebrand,Computer Engineering,3.8,80%,3.2
David Bruggeman,Meteorology,4.8,100%,2.5
Cassandra Carpenter,Theater,5.0,100%,1
Chelsea Spomer,Kinesiology,5.0,100%,1
Melvin Brown,Social Science,3.7,67%,2.7
Arnold Pahler,Accounting,2.2,0%,4.1
Thaddeus Aid,Computer Science,4.4,85%,2.9
Jeff Kallis,Business,1.9,0%,3.9
Gary Cava,Child Development,3.6,67%,2.3
Edward Collins,Geography,3.0,50%,2.5
Paul Douglass,English,4.6,100%,2.7
Richard Kepple,Business,1.5,0%,4.5
Randall Stross,Business,3.7,88%,2.9
Janet Averett,Music,3.4,0%,3.1
Joey Fitch,Mathematics,4.5,100%,2
Nooshin Tajik,Computer Science,2.8,40%,3.2
Ana Pitchon,Anthropology,4.5,100%,1.3
B Kumaravadivelu,Linguistics,3.2,100%,2.6
Rebecca Moore,Chemistry,2.5,50%,2.5
William Shaw,Philosophy,4.0,58%,2.4
Yao Yao,Chinese,4.0,100%,2.6
Kathryn Gosselin,Mechanical Engineering,5.0,100%,4
Matthew Dalton,Communication,4.8,100%,1.9
Marjorie Freedman,Nutrition & Foods,2.6,0%,4.4
Shara Tran,English Comparative Lit.,4.0,50%,3.5
Thomas Ulrich,Mass Communications,2.7,45%,3
Ashton Sally,English & Comparative Lit.,4.0,100%,3
Adon Valenziano,Art & Design,3.7,100%,3.3
Maxwell Glaser,Kinesiology,5.0,100%,2
Maria Matyska-Pesek,Chemistry,3.8,100%,3
Michael Friedman,Engineering,1.0,0%,5
Tanuja Phadke,Computer Science,1.7,0%,2
Isra Ahmad,Health Science,5.0,100%,1
Ethel Pitts Walker,Theater,4.3,100%,3.1
Paula Messina,Geology,4.6,100%,3.2
Chuck Foster,Engineering,1.5,0%,4.5
Selena Anderson,English amp Comparative Lit.,4.0,100%,3
Richard Larson,Hospitality,4.9,100%,1.9
Ruth Jacobsen,Social Work,2.6,50%,2.7
Nirali Patel,Psychology,5.0,100%,1.8
Jeanine Pfeiffer,Humanities,2.7,50%,3.8
Vanessa Fernandez,Spanish,4.5,100%,3.5
Jose Mijares,Physics,4.0,67%,1.7
Mary Calegari,Accounting,4.0,88%,3.2
Seth Orvis,Hospitality,3.7,0%,2.5
Jennifer Reimer,English amp Comparative Lit.,4.0,100%,2.5
Kendall Barrett,Communication Studies,4.2,100%,2.8
Julie Hawker,Communication,4.2,100%,2.2
David Whitenack,Education,3.8,50%,3.6
Tatev Amiryan,Music,3.0,100%,3
Krislyn Li,Kinesiology,4.9,100%,1.1
Roya Ebtehaj,Art & Design,3.7,75%,2.8
Joshua Topete,Chemistry,4.8,100%,3
Joseph Fitch,Mathematics,4.8,88%,2.1
Torrey Blake,Biology,5.0,100%,3.5
Sin Gieng,Nutrition amp Foods,4.0,100%,3
Anne Lawrence,Business,4.7,100%,2.3
Edmund Lam,Accounting,2.3,0%,3.4
Shima Sabbaghianrad,Chemical Engineering,3.0,34%,4
Rachael Ishaya,Engineering,1.0,0%,4
Cuong Nguyen,Electrical Engineering,5.0,100%,3
Nancy Bussani,Business,4.3,80%,2.6
Anne Demers,Health Science,3.4,0%,3.7
Alberto Prieto,Computer Science,1.0,0%,2
Arlene Spilker,Nursing,4.8,100%,2.4
Lisa Parham,English amp Comparative Lit.,5.0,100%,2
Daniel Lopez,Mathematics,4.2,80%,2.6
Kimberly Blisniuk,Geology,5.0,100%,2.7
Laureen Mercer,Communication Studies,5.0,100%,2
Yudihishter Ahuja,Business,2.9,17%,2.9
Tim Brown,Business,4.2,100%,3
Kelly Gaffaney,Accounting,5.0,100%,3
Phillip Tabera,Chicano Studies,4.0,67%,2.1
Benjamin Hawkins,Engineering,2.9,100%,3.4
Anindita Bhattacharya,Electrical Engineering,4.0,100%,2
James Kao,Physical Ed,3.5,17%,3.3
Nida Obatake,Mathematics,5.0,100%,2.3
John Davidson,Urban Planning,3.5,0%,2.3
Paul Bashaw,Philosophy,3.8,50%,1.8
Richard Okumoto,Business,4.8,100%,1.9
Mi Nan Boyd,Accounting,5.0,100%,1
Charles Fowler,Social Science,5.0,100%,2
Alex Hutcherson,Geology,3.0,0%,2
Dustin DeMeo,Biology,5.0,100%,4
Lilly Gangai,Science,4.5,100%,1.5
Dana Nehoran,Business,3.8,67%,4
Webb Hamilton,Linguistics,4.3,100%,1.7
Gregory Young,Chemical Engineering,3.0,0%,4.3
Laura Sullivan-Green,Civil Engineering,3.4,0%,3.6
Alexander Ruiz,Business,5.0,100%,2.5
Bobby Lau,Physics,2.6,0%,4
Charles Bocage,Computer Science,1.0,0%,5
Shakenya Edison,Counselor Education,4.0,100%,4
Amaya Rivera,English Comparative Lit.,4.0,100%,2
Richard Flynn,English,2.7,0%,3.1
Matthew Roberts,Meteorology,4.0,100%,2
Peter Kernen,Engineering,2.0,0%,4
Erin Kew,Biology,4.5,75%,2.2
Susan Higgins,Library & Information Science,2.5,0%,3.3
Rajashree Lukkoor,Civil Engineering,5.0,100%,3
Vanessa Colunga,Science,2.0,0%,4
Nancy Megginson,Physical Ed,4.2,100%,2.3
Dana Albrecht,Communication Disorders,5.0,100%,3
Lucian Sega,Mathematics,4.9,100%,2.6
Bruce Reynolds,History,3.5,0%,3.1
Teresa Teng,Communication,4.0,100%,2.7
Shelley Wood,Nutrition amp Foods,5.0,100%,2
Linda Levine,Recreation,4.6,100%,1.8
Christine Hagar,Library amp Information Science,3.0,0%,4
Guna Selvaduray,Materials Engineering,2.9,50%,3.9
June McCullough,Communication Disorders,3.8,0%,3
Melanie Sellar,Library Information Science,3.8,78%,4.1
Llyssa Russ,English Comparative Lit.,4.8,100%,2
Roberta Ahlquist,Secondary Education,3.0,0%,3.5
Kennard Lipman,Religious Studies,3.3,0%,3.8
Peggy Davidson-Cathey,Counselor Education,2.0,0%,3
Constantine Danopoulos,Political Science,4.2,0%,2.3
Joshua Mackie,Biology,3.3,67%,3
Walter Arenstein,Environmental Studies,3.7,0%,2.6
Asha Weinstein,Urban Planning,2.2,0%,4
Peggy Gnehm,Nursing,4.5,100%,4
TY Khuu,Health Occupations,3.3,0%,3.7
Ruth Wilson,Women's Studies,2.5,100%,2.8
Clarie Hollenbeck,Nutrition & Foods,3.0,100%,3.7
Mary Von Till,Not Specified,2.0,100%,4
Joanna Lee,Biology,4.3,67%,4.3
Debbie Nelson,Nursing,4.3,100%,2.9
Cornelia Finkbeiner,Nursing,4.6,100%,1.5
Deepika Goyal,Nursing,5.0,100%,3.6
Katherine Kinner,Nursing,4.9,100%,3.2
Ruth Rosenblum,Nursing,3.6,0%,2.3
Toby Adelman,Nursing,4.0,100%,2.1
Lisa Raucch,Nursing,4.5,0%,2
Daryl Canham,Nursing,4.2,100%,1.8
Maria Ziemer,Library Information Science,2.0,25%,4
Vielka Pena-Gallo,Communication,5.0,100%,3
Chris Dufala,Art & Design,4.9,100%,2
Duc Huy Doan,Computer Engineering,4.7,100%,3
Jean N. Bedord,Library Science,3.4,100%,4.4
Luke Goebel,English Comparative Lit.,4.3,86%,2.5
Andrew Soto,Philosophy,4.9,100%,2.5
Nathan Cox,Art & Design,3.9,50%,2.6
Lisa Tobin,Psychology,5.0,100%,3.3
Jenny Lam,Computer Science,2.3,28%,4.2
Rick Kepple,Business,3.3,45%,3.4
Alan Soldofsky,English,2.2,0%,3.1
Kelly Glover,Linguistics,4.4,100%,2.6
Nathan Thomas,Social Work,4.3,100%,2.6
Kiumars Parvin,Physics,3.5,50%,3.4
Ashwini Wagle,Nutrition & Foods,4.1,100%,1.9
Christopher Brown,Kinesiology,4.3,100%,2.6
Giselle Pignotti,Nutrition Foods,4.0,100%,3
Nan Boyd,Accounting,3.0,0%,3
Sheng-Liang Song,Computer Engineering,5.0,100%,3
Chuck Darrah,Anthropology,4.4,100%,3
Carroll Buck,Accounting,4.0,100%,2.2
Bih Chng,Physics,1.0,0%,4.7
Leslie Jacoby,English,2.9,0%,3.1
Owen Sonntag,English & Comparative Lit.,4.8,100%,2.3
Bryan Humphreys,Mathematics,4.7,100%,2.6
David Gilliss,Business,3.0,20%,2.6
Tiffany Seeley,Geography,3.0,25%,3.1
Debra L. Hansen,Library Science,4.6,100%,3.2
Maria Ochoa,Social Science,3.8,100%,2.7
Jenna Collen,Special Education,4.0,100%,4
Ilyssa Russ,English & Comparative Lit.,4.5,100%,2.3
Sam Fleischer,English,3.8,100%,2.6
Mike Cymanski,Theater,4.0,100%,2
Kathleen Roe,Health Science,3.4,43%,2.6
Andrew Merrell,Dance,5.0,100%,2
Michelle Hager,English,4.8,100%,2.8
Kathryn Adduci,Music,4.3,100%,2.4
Maimai Cantos,Health Science,3.7,100%,2
Brian Taylor,Photography,4.7,100%,1.9
Kelly Almon,Art Design,2.0,0%,4.7
Lyra Bookbinder,Philosophy,4.5,100%,2.5
Curtiss Rooks,History,4.2,0%,2.8
Wen-Ya Wang,Business,4.1,100%,3.2
Michael Adduci,Music,4.7,100%,2
Fred Foldvary,Economics,4.3,100%,2.6
Helena Wee,Chemistry,2.5,0%,3.5
Joe Wong,Materials Engineering,4.5,100%,2
Hanns Hohmann,Communication Studies,4.0,100%,3.5
Sydney Marsh,Education,3.0,50%,4.3
Marcus Murbach,Aerospace Studies,1.5,0%,3.5
Rod Diridon,Political Science,4.7,100%,2.7
E.D. Schragg,English,3.5,50%,3.1
Joelle Maletis,Psychology,2.8,25%,3.8
Danielle Trudeau,French,3.8,100%,3.6
Matthew Voisinet,Biology,4.5,100%,2.8
Irene Upson,Spanish,2.2,100%,3.5
Alice Southwell,Hospitality,2.7,100%,2.9
Deanna Fairchild,Business,4.7,100%,2.7
Sean Kemp,Physics,4.0,0%,2.9
Dan Cormany,Hospitality,4.5,100%,3
Joseph Giglierano,Marketing,4.2,100%,1.9
Steven Millner,African-American Studies,4.5,100%,2.9
Stephanie Anderson,Communication,4.6,67%,2
Ali Khadem,Kinesiology,4.8,100%,2.9
William Shaughnessy,Meteorology,4.5,100%,3
Marco Pagani,Business,3.5,0%,3.9
Tran Duc,Computer Science,2.3,25%,3.5
Tsau Lin,Computer Science,3.5,50%,4.5
Elisabeth Mills,Astronomy,4.3,100%,2
Carel Boekema,Physics,2.6,0%,3.6
Eugene Schragg,English Comparative Lit.,4.1,60%,2.7
Dominic Caserta,Political Science,5.0,100%,2.1
Patricia McKenzie,Political Science,3.5,25%,2.8
John May,Civil Engineering,4.8,100%,1.7
Rita Manning,Philosophy,4.5,100%,2.3
Nancy Shostak,Geology,3.6,67%,2.7
Mohammad Zoroofchi,Electrical Engineering,3.9,25%,3.4
Michael Finder,Computer Science,4.9,100%,1.5
Duran Fiack,Environmental Studies,4.0,100%,2.5
Jeffrey Danese,Humanities,2.7,34%,3.6
Noam Perry,Justice Studies,3.7,100%,3.1
Suresh Ahuja,Accounting,3.9,67%,2.7
Gilbert Villagran,Social Work,2.9,34%,2.8
Joseph Barjis,Industrial Engineering,4.4,100%,2.3
Mike Battey,Photography,5.0,100%,3
Satoshi Nakamoto,Mathematics,5.0,100%,4
Curtis Jones,Electrical Engineering,3.9,100%,3.1
Margareta Ackerman,Computer Science,5.0,100%,2.5
Dan Straus,Chemistry,2.7,0%,3.5
Alberto Gutierrez,Communication Studies,5.0,100%,2.4
Katherine Masters,English & Comparative Lit.,4.2,100%,2.7
Kirstin Chen,English & Comparative Lit.,4.5,50%,1.9
Stefanie Harvey,Materials Engineering,4.9,100%,2.5
David Sopchak,Materials Engineering,1.0,0%,5
Melson Varsovia,Music,2.4,100%,2.7
Saul Cohn,Sociology,3.8,100%,2
E. Michael Gorman,Social Work,2.4,0%,1.7
Kelsey Crowe,Social Work,3.9,100%,2.6
Megan McNamara,Sociology,5.0,100%,2
Victor Thompson,Sociology,4.5,100%,2.1
Victoria Barney,Linguistics,4.8,100%,1.3
Anthony Lenci,Geology,4.0,0%,2
Valerie Frankel,English,4.1,100%,2
Karen LaRocque,Psychology,2.0,50%,4.5
Robert Morelos-Zaragoza,Electrical Engineering,4.5,100%,2.5
Christopher Eckert,Art Design,5.0,100%,2
Bill Armaline,Justice Studies,4.6,0%,2.5
Jacqueline Mac,Nursing,3.0,100%,2.8
Nicole Conand,Anthropology,4.2,50%,2.8
Matthew Litrus,Mathematics,4.7,100%,3
Katheryn Rios,Chicano Studies,4.3,100%,2.6
Caie Yan,Anthropology,3.9,0%,2.2
Ajay Fay,Photography,4.5,100%,4
Hee Man Bae,Industrial Engineering,2.3,34%,3.8
Jason Douglas,Environmental Studies,3.9,60%,3
Beverly Grindstaff,Art History,3.9,50%,2.8
Glynn Falcon,Aviation,2.7,100%,2.7
Mark Fruin,Business,3.9,50%,1.6
Joel Frank,Computer Science,3.4,100%,2.9
Belinda Nguyen,Mathematics,5.0,100%,2.5
María Chavez Santana,Spanish,2.0,0%,3
Jess Marino,Business,4.7,100%,1.9
Valerie Hoffman,Psychology,2.5,0%,3
Xuan Guan,Computer Engineering,3.0,100%,3
Richard Werbel,Marketing,2.2,100%,4.7
Julio Garcia,Technology,3.7,100%,3.2
Magdelena Barrera,Chicano Studies,4.5,100%,2
Elizabeth (Betsy) Jenkins,Accounting,3.3,0%,3.2
Sandy Olliges,Environmental Studies,2.8,50%,3.3
Taylor Cruz,Health Science,5.0,100%,2
William Tillinghast,Journalism,2.4,0%,2
William Guess,"Radio, TV & Film",4.5,100%,1.8
Sandra Frank,Photography,5.0,100%,2.7
Zachary Bohny,Art Design,5.0,100%,2
Leslie Parr,Biology,4.6,100%,2.1
Melba Tomeo,Library Science,5.0,100%,2.5
Siokhui (helena) Wee,Chemistry,3.3,0%,2.8
Nancy MacKay,Library Science,4.2,100%,3
Rachel Zadok,Mathematics,1.8,0%,3.5
Guru Pundoor,Business,4.7,100%,2.3
Abigail Nuno,Communication,5.0,100%,2
Shahab Ardalan,Electrical Engineering,4.2,100%,3.1
Lorna Pierce,Anthropology,4.5,100%,3.1
Rob Barlow,Journalism,5.0,100%,4
Joan Stubbe,Music,2.4,0%,2.6
Neli Moody,English,2.3,50%,3.5
Karen Piemme,Theater,1.0,0%,5
Eldita Tarani,Psychology,5.0,100%,3
Kelley Abrams,Child Development,1.9,0%,4
Art Walton,Business,2.3,100%,3.7
William Fruin,Business,3.3,50%,2.3
Ken Nuger,Political Science,4.3,100%,2.9
Allison Smith,Occupational Therapy,5.0,100%,2
Steven Hennon,Philosophy,3.3,100%,3.5
Ruth Gildea,Communication,3.5,100%,1
Marshall Wang,Electrical Engineering,5.0,100%,2
Bud Gerstman,Health Science,3.6,100%,3.1
Marty Froomin,Computer Science,3.2,0%,3.3
William Kelly,English Comparative Lit.,4.4,100%,2
Muffie Waterman,Child Development,4.6,100%,3.1
Alan Finkelstein,Nutrition & Foods,3.8,100%,1.8
Luke Miller,Biology,4.7,100%,2.5
Eugene Moriarty,Electrical Engineering,3.8,100%,2.7
Jessy Goodman,English Comparative Lit.,4.5,100%,2.5
Herbert Silber,Chemistry,2.6,0%,2.8
Dalia Sirkin,English,3.2,100%,3.4
Lee Chang,Computer Engineering,1.5,0%,4.2
Rachael Cresci,Social Work,4.0,100%,4
Olive Burata,Science,4.0,100%,4
Dorian Dreyfuss,Justice Studies,3.7,100%,2.4
Jay Boekelheide,"Radio, TV & Film",1.3,0%,1.3
Cary Silberman,Business,4.9,100%,1.2
Carolyn Glogoski,Occupational Therapy,2.0,0%,2.3
Ralph Strachan,English,2.9,0%,4
Valerie Francisco,Asian American Studies,4.7,100%,3
Van TA,Health Science,3.3,0%,3.2
Zach Jaco,Geology,5.0,100%,2.5
Tziva Abramson,Biology,4.0,0%,2.4
Tim Hendrick,Journalism,3.9,100%,2.7
Russell Arias,Psychology,4.3,100%,1.8
Patricia Aubel,Mathematics,5.0,100%,1.7
Michael Rubio,Philosophy,4.0,100%,4
Terry Christensen,Political Science,4.3,100%,3.3
Jeremiah Still,Psychology,3.5,100%,2
Jonathan Hendricks,Geology,4.6,100%,2.3
Elizabeth Keneski,Mathematics,4.0,100%,2
Katrina Papacosta,English Comparative Lit.,4.0,100%,3
Kathy Estrada,Business,5.0,100%,4
Mark Lierberman,Communication,4.5,100%,2
Thuy Le,Electrical Engineering,2.7,100%,3.8
Elena Sharkova,Music,2.8,0%,3.5
William O'Brien,Accounting,2.7,0%,2.9
Dan Herrera,Photography,5.0,100%,3
Roberto Gonzalez,Anthropology,4.5,50%,2.2
Christine Canepa,Art & Design,3.5,100%,3.3
Gloria Collins,English,2.5,0%,4.4
Saroj Sabherwal,Computer Science,1.7,0%,2.8
Persis Karim,English,4.2,100%,2.7
Elaina Chambers,Biology,4.1,100%,2.6
Shawn Ogimarchi,Counselor Education,4.2,100%,2
Dan Harkey,Computer Engineering,3.7,0%,2.4
Wei Xu,Computer Engineering,4.3,100%,4
Shailaja Venkatsubramanyan,Business,4.2,100%,2
Gus Lease,Music,4.7,100%,1.1
Michael Kayhan,Business,3.0,100%,4.5
Steve Doi,Asian American Studies,3.7,100%,2
Susan Gordon,Political Science,3.4,100%,2.3
Daniel Dexhiemer,Justice Studies,4.3,100%,2
Shaun Tanner,Meteorology,4.5,100%,1.8
Andrew Smith,Biology,5.0,100%,3
Blanca Smith,Spanish,4.9,N/A,1.6
Tomasz Kolodziejak,Economics,4.1,N/A,2.1
Thomas Moschetti,Accounting,4.6,N/A,2.6
Hewitt Joyner,Recreation,4.1,N/A,1.2
Emily Selle,English Comparative Lit.,4.8,N/A,2
Kate Sullivan,Hospitality,3.4,N/A,1.5
Tzu Tai Peng,Engineering,2.9,N/A,4
Eva Zabric,Mathematics,3.4,N/A,3
Daniel Dexheimer,Sociology,4.0,N/A,2.6
Susan Scaff,Humanities,3.2,N/A,2.6
Shane Diven,English Comparative Lit.,3.8,N/A,3
Feiling Jia,Computer Science,2.7,N/A,3.8
Elena Dorabji,Political Science,2.5,N/A,2.7
Vivian Wong,Nursing,3.5,N/A,3.9
Candice Wynne,English,2.5,N/A,3.6
Bobby McCluskey,Linguistics,4.4,N/A,2.5
Miranda Melen,Environmental Studies,4.2,N/A,3.6
Jen Jelincic,Biology,4.5,N/A,3
Gillian Starkey,Psychology,4.0,N/A,3
Shirindokht Nourmanesh,Hospitality,4.8,N/A,2.5
Raquel Coelho,Art & Design,3.9,N/A,3.5
William Jiang,Business,4.6,N/A,1.7
Harriet Pila,Psychology,3.8,N/A,3
Thadeus Aid,Computer Science,5.0,N/A,5
Cathy Miller,English,4.4,N/A,3.1
John Bernard,Theater,3.0,N/A,4
Irena Keller,Child Development,3.7,N/A,3
Sathish Manickam,Mechanical Engineering,1.4,N/A,4.6
Daniel Lao,English & Comparative Lit.,4.5,N/A,2
Kimberly Cook,Art & Design,4.9,N/A,2.6
Amy Strage,Education,3.6,N/A,2.3
Briana Dunn,Chemical Engineering,5.0,N/A,1
David Wagner,Chemical Engineering,2.8,N/A,4
Crystal Hupp,History,1.5,N/A,4.7
Marilyn Ampuero,Psychology,4.2,N/A,2.7
Arglenda Friday,Library Science,3.0,N/A,2.6
Deolinda Adao,Spanish,3.5,N/A,2.5
Srinivasan Mandyam,Electrical Engineering,3.3,N/A,4
Edward Chichester,Chemistry,3.9,N/A,2.7
Janet Clair,Kinesiology,4.3,N/A,1.7
Martin Leach,Environmental Studies,3.6,N/A,3.1
James Baker,Kinesiology,5.0,N/A,1
Saurabh Agarwal,Computer Engineering,3.8,N/A,2
Kathy Kahn,Communication Studies,4.5,N/A,2.7
Xu Yang,Accounting,2.5,N/A,3.5
Valerie Sui,Mathematics,5.0,N/A,2.3
Raj Venkatesh,Engineering,3.0,N/A,2
Roger Alperin,Mathematics,3.2,N/A,2.9
Rigoberto Flores,Communication Studies,5.0,N/A,1.8
Bob Cooper,Psychology,3.5,N/A,3.4
Brian Belet,Music,3.9,N/A,2.8
Neeti Mittal,Mathematics,3.8,N/A,2.7
Peg Hughes,Secondary Education,4.5,N/A,1.6
Kelly Bloom,Recreation,4.6,N/A,1.9
Cynthia Chase,Social Work,4.5,N/A,3.4
Scot Guenter,Art History,5.0,N/A,4
Shelley Ash,Health Science,4.3,N/A,2.5
Robi Ragan,Economics,5.0,N/A,2
Mary Gloner,Health Science,4.0,N/A,4
Chi Wen Chang,Accounting,4.2,N/A,3
Noel Arbabaraghi,Child Development,4.2,N/A,1
Russell Smith,Computer Engineering,4.4,N/A,1.6
Celeste Foley,Health Occupations,4.0,N/A,2
Dayana Salazar,Urban & Regional Planning,5.0,N/A,1.5
Fred Prochaska,Social Work,3.8,N/A,2.3
Douglas Metz,Health Science,4.5,N/A,2
Anjali Dutt,Women's Studies,5.0,N/A,2
Jackye McClure,Justice Studies,4.0,N/A,2
Jacqueline Snell,Marketing,3.3,N/A,3.1
Avtar Singh,Electrical Engineering,3.2,N/A,3.6
Patricia Gonzales,Counselor Education,2.8,N/A,3.3
Robin Melnick,Linguistics Language Dev.,3.0,N/A,4
Tom Black,Accounting,2.9,N/A,4
Bill O'Shaughnessy,Meteorology,3.7,N/A,1.6
Ronald Gutman,Computer Science,1.0,N/A,4
Michelle Zajac,Communication Studies,4.9,N/A,1.4
Michelle Friend,Child Development,3.2,N/A,3.6
Josh Gehl,English,3.4,N/A,3
Anne Fountain,Spanish,4.2,N/A,2.5
Keay Edwards,Photography,3.9,N/A,2.5
Elaine Bryant,Biology,3.9,N/A,3.7
Amy Chan,Health Science,2.7,N/A,4.5
Michael Kaldani,Biology,4.0,N/A,4
Elicia Miller,Child Development,3.5,N/A,3
Albert Gonzalez,Anthropology,5.0,N/A,3
Patricia McKenzi,Political Science,3.5,N/A,3
Mourad Cherfaoui,Computer Engineering,4.0,N/A,2
James Hibbard,Select department,3.8,N/A,1
Steve Yahn,Philosophy,4.0,N/A,3
Angela Rickford,Education,4.3,N/A,2.3
John Engell,English,4.1,N/A,3.1
Kate Antosik-Parsons,Geography,4.8,N/A,3
Leslie Foster,Mathematics,3.4,N/A,2.8
Amy Leisenring,Sociology,4.6,N/A,2.6
Jason Greene,Philosophy,4.5,N/A,2
Trevor Gillian,Philosophy,5.0,N/A,2
Jeff Trubey,Mathematics,3.5,N/A,1.6
Karina Kamacho,English Comparative Lit.,5.0,N/A,2
Mohan Kim,Technology,3.7,N/A,2.6
Victor Hageman,Aviation & Technology,5.0,N/A,1
Michael Lindsey,Music,3.8,N/A,2.7
Jessie Denver,Environmental Studies,3.9,N/A,2.4
Wilbur Newball,Mathematics,2.7,N/A,3.5
Linda Baldwin,Health Science,2.5,N/A,2.7
Sombo Koo,Mathematics,3.6,N/A,2.8
Shannon Gennette,Nursing,5.0,N/A,1
Isaac Cohen,Business,2.2,N/A,3.2
Chad Kempel,Mathematics,3.8,N/A,2.3
Jacqueline Norgord,Writing,4.5,N/A,2
Steve Berta,Counselor Education,5.0,N/A,2.4
Bob Gliner,Communication Studies,3.8,N/A,1.3
Ishmael Tarikh,Political Science,2.6,N/A,3.9
Darren Farias,Kinesiology,4.3,N/A,1.5
